timestamp,consumption
2025-04-10 00:00:00,557.141140725751
2025-04-10 00:01:00,508.6590462925591
2025-04-10 00:02:00,402.0164938060112
2025-04-10 00:03:00,478.96773386173203
2025-04-10 00:04:00,508.56841405949854
2025-04-10 00:05:00,532.8276804316915
2025-04-10 00:06:00,437.7130610644006
2025-04-10 00:07:00,485.41531251033615
2025-04-10 00:08:00,474.0864890863176
2025-04-10 00:09:00,539.3542301871227
2025-04-10 00:10:00,489.0164056081244
2025-04-10 00:11:00,541.1030079997245
2025-04-10 00:12:00,455.5242785187238
2025-04-10 00:13:00,517.8556285755873
2025-04-10 00:14:00,404.3359877671101
2025-04-10 00:15:00,546.5640059558099
2025-04-10 00:16:00,442.45032112888487
2025-04-10 00:17:00,573.8947022370758
2025-04-10 00:18:00,548.1688064622161
2025-04-10 00:19:00,594.3092950605266
2025-04-10 00:20:00,535.7000247046046
2025-04-10 00:21:00,577.4967202508769
2025-04-10 00:22:00,518.7849009172836
2025-04-10 00:23:00,515.7123666297637
2025-04-10 00:24:00,474.82621729419003
2025-04-10 00:25:00,504.5880388267751
2025-04-10 00:26:00,510.4431797502378
2025-04-10 00:27:00,517.0575987408322
2025-04-10 00:28:00,532.3844269050346
2025-04-10 00:29:00,369.0127447955128
2025-04-10 00:30:00,476.5262807032524
2025-04-10 00:31:00,458.9658840824145
2025-04-10 00:32:00,520.6390463468249
2025-04-10 00:33:00,573.2824384460777
2025-04-10 00:34:00,472.78086377374086
2025-04-10 00:35:00,519.2658689864419
2025-04-10 00:36:00,464.28242909868163
2025-04-10 00:37:00,476.8291153593769
2025-04-10 00:38:00,400.62155426995537
2025-04-10 00:39:00,578.9606407753696
2025-04-10 00:40:00,536.9233289997705
2025-04-10 00:41:00,545.7701058851037
2025-04-10 00:42:00,426.07390048162864
2025-04-10 00:43:00,488.27064333124264
2025-04-10 00:44:00,486.7671583381022
2025-04-10 00:45:00,516.5631715701782
2025-04-10 00:46:00,594.8396491326973
2025-04-10 00:47:00,498.67430622753915
2025-04-10 00:48:00,449.3584439832788
2025-04-10 00:49:00,480.3945923433921
2025-04-10 00:50:00,576.9018283232984
2025-04-10 00:51:00,498.2086980445024
2025-04-10 00:52:00,550.1766448946012
2025-04-10 00:53:00,504.35235341190855
2025-04-10 00:54:00,464.00778958026456
2025-04-10 00:55:00,469.91466938853017
2025-04-10 00:56:00,488.82686073370746
2025-04-10 00:57:00,531.2833673882503
2025-04-10 00:58:00,572.6767038578658
2025-04-10 00:59:00,484.9448152205356
2025-04-10 01:00:00,803.5778736034829
2025-04-10 01:01:00,457.6603140965798
2025-04-10 01:02:00,509.8430617934562
2025-04-10 01:03:00,459.2094857517281
2025-04-10 01:04:00,510.7046872065102
2025-04-10 01:05:00,578.2321827907003
2025-04-10 01:06:00,494.217585880588
2025-04-10 01:07:00,496.2777042116916
2025-04-10 01:08:00,539.5515973521524
2025-04-10 01:09:00,518.0697802754207
2025-04-10 01:10:00,504.853877467402
2025-04-10 01:11:00,541.1272456051595
2025-04-10 01:12:00,810.8305124317528
2025-04-10 01:13:00,476.71351232148714
2025-04-10 01:14:00,491.93571441669957
2025-04-10 01:15:00,524.1236207621592
2025-04-10 01:16:00,493.0867849414408
2025-04-10 01:17:00,428.76259068932717
2025-04-10 01:18:00,514.8060138532288
2025-04-10 01:19:00,576.1514928204012
2025-04-10 01:20:00,516.4375554829842
2025-04-10 01:21:00,570.139715546805
2025-04-10 01:22:00,507.6862552972764
2025-04-10 01:23:00,433.9771693457862
2025-04-10 01:24:00,483.89692418971623
2025-04-10 01:25:00,514.6536236649341
2025-04-10 01:26:00,503.42814874030137
2025-04-10 01:27:00,593.2887255572379
2025-04-10 01:28:00,527.1280021792983
2025-04-10 01:29:00,540.6758608684835
2025-04-10 01:30:00,499.3251387631033
2025-04-10 01:31:00,433.59069755507846
2025-04-10 01:32:00,459.57531985534064
2025-04-10 01:33:00,471.6851135198614
2025-04-10 01:34:00,422.4668284466934
2025-04-10 01:35:00,424.25763876570676
2025-04-10 01:36:00,404.06143923504794
2025-04-10 01:37:00,503.01151049705135
2025-04-10 01:38:00,526.0970782808449
2025-04-10 01:39:00,438.45678417830226
2025-04-10 01:40:00,440.4348251398676
2025-04-10 01:41:00,523.6916460455893
2025-04-10 01:42:00,512.5246425172938
2025-04-10 01:43:00,511.61268485805016
2025-04-10 01:44:00,485.0496324767066
2025-04-10 01:45:00,469.9680655040597
2025-04-10 01:46:00,455.80712818994334
2025-04-10 01:47:00,513.834539966501
2025-04-10 01:48:00,487.73059419985645
2025-04-10 01:49:00,457.1421221791859
2025-04-10 01:50:00,523.679621531759
2025-04-10 01:51:00,786.2233063204291
2025-04-10 01:52:00,541.0951252187612
2025-04-10 01:53:00,496.39949392098333
2025-04-10 01:54:00,464.89734530613237
2025-04-10 01:55:00,488.71118497567323
2025-04-10 01:56:00,518.0818012523818
2025-04-10 01:57:00,539.0911435888655
2025-04-10 01:58:00,440.18966879596644
2025-04-10 01:59:00,557.9297789503702
2025-04-10 02:00:00,476.0412881077355
2025-04-10 02:01:00,471.88562353795135
2025-04-10 02:02:00,446.88481431369473
2025-04-10 02:03:00,511.37299673020647
2025-04-10 02:04:00,451.26591648863393
2025-04-10 02:05:00,459.88613653891906
2025-04-10 02:06:00,473.51198981164805
2025-04-10 02:07:00,552.8561113109458
2025-04-10 02:08:00,441.5660981190234
2025-04-10 02:09:00,609.5227812904989
2025-04-10 02:10:00,426.8242525933941
2025-04-10 02:11:00,447.11445355220496
2025-04-10 02:12:00,524.8357076505616
2025-04-10 02:13:00,454.53062726026303
2025-04-10 02:14:00,496.3585543671564
2025-04-10 02:15:00,504.98256825438204
2025-04-10 02:16:00,460.83733538318813
2025-04-10 02:17:00,450.4731837434656
2025-04-10 02:18:00,503.3764102343962
2025-04-10 02:19:00,490.71705116680914
2025-04-10 02:20:00,498.26441151473784
2025-04-10 02:21:00,525.6633716556678
2025-04-10 02:22:00,541.3591624518012
2025-04-10 02:23:00,523.6618812286772
2025-04-10 02:24:00,454.5987962239395
2025-04-10 02:25:00,636.008458329481
2025-04-10 02:26:00,537.5966516343387
2025-04-10 02:27:00,512.9941397124212
2025-04-10 02:28:00,438.1524644560959
2025-04-10 02:29:00,520.2025428407269
2025-04-10 02:30:00,429.90744686038596
2025-04-10 02:31:00,623.1621056242643
2025-04-10 02:32:00,442.85148510846886
2025-04-10 02:33:00,477.67425239664897
2025-04-10 02:34:00,480.74588597918415
2025-04-10 02:35:00,551.5499761247976
2025-04-10 02:36:00,810.538020520349
2025-04-10 02:37:00,476.9680614520106
2025-04-10 02:38:00,483.6168926701116
2025-04-10 02:39:00,515.0773671166806
2025-04-10 02:40:00,512.8775195361383
2025-04-10 02:41:00,488.293152152541
2025-04-10 02:42:00,482.8642741736615
